texto_limpo,label
covid uruguai adota medidas restrição conter expansão variantes brasileiras,1.0
fake médico congolês prêmio nobel paz disse deixou cargo obrigado falsear dados covid,0.0
eua mil casos coronavírus mortos diz cnn,1.0
cilindros oxigênio enviados venezuela manaus importados white martins,0.0
post mistura dados verdadeiros números incorretos sobre financiamentos bndes governos,0.0
capital queda número mortes última semana,1.0
mourão diz motivo impeachment elogia bolsonaro,1.0
governo cria lei proíbe saída pessoas rua prevê multa prisão dias boato,0.0
bolsonaro bateu recorde despesas cartão corporativo,0.0
marcelo odebrecht diz governo deu dinheiro traficantes rio farc boato,0.0
fake foto mostre manifestante carro polícia virado durante ato pró democracia,0.0
fake oab entrou ação contra estado rio cobrança indevida grt detran,0.0
vacinação contra covid começará segunda feira canadá,1.0
pandemia pode dificultar acesso velhos mercado trabalho,1.0
comissão senado retoma voto presencial aprova indicados representações exterior,1.0
fake governo fez revisão mortes confirmadas covid metade resultado negativo,0.0
efeitos colaterais mostram tomar vacina chinesa pior pegar covid boato,0.0
argumento sobre pico curva osmar terra contestado inglaterra,1.0
cristo redentor passa desinfecção antes reabertura sábado,1.0
verdade sobrar registro criatura flagrar web,0.0
lidar resistência idosos querem isolar contra coronavírus veja dicas,1.0
israel pede parem vacinação contra covid todo mundo boato,0.0
general hamilton mourão sofre infarto internado hospital boato,0.0
chamado ditador bolsonaro dino diz ter tempo molecagens,1.0
roteirista porta fundos cria projeto ajudar grupo risco,1.0
spacex elon musk espera levar primeiros turistas espaço fim,1.0
presidente china jinping faz discurso falando nova exército guerra inevitável boato,0.0
atos antidemocráticos intima carlos eduardo bolsonaro depoimento,1.0
novas investigações sobre foto menina fantasma corredor,0.0
mortes covid europa maiores anos cai nível baixo,1.0
fake vídeo previsão tempestade rio imagem satélite informação meteorológica velha,0.0
benedita silva embaixadora nova york eua saber falar inglês boato,0.0
fake vídeo mostra torre parque diversões duplicando altura girando frequentadores pendurados,0.0
fake post atribuído maia crítica ideia uso fundo eleitoral combate coronavírus,0.0
stf inclui pauta questionamentos sobre responsabilização pandemia,1.0
eua negam vídeo embaixador resposta bolsonaro,1.0
poder exercício luta contra câncer,1.0
gasolina vendida paraguai mostra vídeo boato,0.0
foto hitler cabelo cortar barbeiro verdadeiro falso,0.0
vídeo acampamento brasília mostra mobilização indígena preparação setembro,0.0
linha sucessória witzel inclui desembargador censurou obra bienal,1.0
alexandre garcia escreve carta bolsonaro autoriza fechamento stf congresso boato,0.0
verdadeiro bolsonaro liberado auxílio milhões asilos proposto congresso,0.0
itália torcedores estádios setembro diz ministro esporte,1.0
hospitais beirute praticamente saturados coronavírus,1.0
hunter biden filho joe biden abusou torturou crianças chinesas boato,0.0
vejo bajuladores sabujos bolsonaro posso calar diz kátia,1.0
notícias pessimistas podem ajudar salvar vidas pandemia sugere estudo,1.0
bolsonaro deve indicar ministro jorge oliveira tcu,1.0
poupança captação mensal recorde bilhões abril,1.0
michel araújo diz adaptado celebra bom momento fluminense,1.0
anivaldo padilha recebe prêmio memória verdade,1.0
vacina precisa mínimo anos pesquisa segura,0.0
bolsa alta mensal ainda perde ano ouro lidera ganhos,1.0
fake governador joão doria vendeu empresas paulistas chineses,0.0
soares morreu hoje complicações covid boato,0.0
nicolás madurar ganhar onu prêmio pelar redução fome venezuela,0.0
ação reduziu número mortes covid ceará,0.0
pacheco guedes encontram ainda hoje discutir reforma tributária,1.0
líderes buscam acordo derrubar veto desoneração folha,1.0
cada anos exatamente pandemia assola humanidade boato,0.0
gleisi hoffmann fez tuíte apoio greve caminhoneiros boato,0.0
flor mahameru arya himalaia floresce cada anos encontrada boato,0.0
doria cogita cortar fornecimento luz paulo aponta veja boato,0.0
lula envia boas energias alberto fernández covid,1.0
homem filmado máscara bar presidente lula,0.0
confederação nacional municípios pede demissão ministro pazuello,1.0
cantor atriz taylor momsen fugir maneiro espetacular paparazzi,0.0
filas comprar oxigênio crescem peru segunda onda pandemia,1.0
covid brasil ultrapassa milhão curados,1.0
johnson cancela participação torcedores eventos duas semanas,1.0
invadiu casa ministro stf alexandre moraes boato,0.0
chile costa rica recebem primeiras vacinas contra coronavírus,1.0
pedido busca usado ministério dossiês comum ditadura,1.0
governo aponta aumento utilização cptm novo rodízio,1.0
fake rodrigo maia ocupa ilegalmente presidência câmara,0.0
especialistas pedem atenção saúde mental confinamento,1.0
saúde distribui quantidade necessária vacinas segunda dose coronavac,1.0
eleições urna eletrônica pode hackeada,1.0
fake vídeo mostre hospital campanha unicamp nenhum atendimento,0.0
steve membro partido democrata fez tatuagem bebê apoiar ideologia comunista pedofilia boato,0.0
loja luciano huck lança camiseta satirizando bolsonaro bozonaro boato,0.0
governo pretende vacinar toda população contra covid diz pazuello,1.0
eduardo paes vota turno comenta paralisação transporte,1.0
força tarefa greenfield denuncia pessoas fraudes caixapar,1.0
indiano vendeu cabra passagem enfim volta casa,1.0
vacina chinesa testada aplicada voluntária tudo farsa doria boato,0.0
hospital lucas puc poa amanheceu pacientes covid fez vídeo boato,0.0
paulista aberta situação simples previsão retomada,1.0
fake ceará registrou nenhuma morte covid dia maio,0.0
magazine luiza quer bandeira brasil vermelha boato,0.0
comida pode ajudar aliviar dor causada morte ente querido,1.0
validade cnh cadeirinhas recall veja muda novas regras trânsito,1.0
prefeito parauapebas flagrado agredindo mãe boato,0.0
parceria vacina contra covid firmada doria ano passado,0.0
onu bolsonaro perde oportunidade dialogar defender produtos brasileiros exterior,1.0
coronavac eficácia global diz governo,1.0
dinamarca diz mutação coronavírus visons provavelmente extinta,1.0
evidências científicas sobre necessidade trocar escova dental após caso covid,0.0
máscara usada joão doria municipais preta bandeira chinesa,0.0
vídeo mostrar divergência entrar boletim urna impresso site tse,0.0
amazon vai contratar mil funcionários aumento demanda online,1.0
hidroxicloroquina mostra benefício contra coronavírus estudo eua,1.0
discursar joe biden sobrar criança pular colar verdadeiro falsar,0.0
chefe comunicação volta posto após ocupar cargos secretarias presidência república,1.0
coronavírus pacientes resistentes podem ajudar busca tratamento covid,1.0
homem preso crime militar criticar compra ventiladores,0.0
tido favorito discreto pacheco aposta planalto oposição,1.0
centro kennedy cursos gratuitos maquiagem inglês espanhol etc boato,0.0
ventilador paciente morreu roxo falta frente equipe caos descrito médicos pernambuco,1.0
vídeo mostra feira comida animais vivos wuhan china boato,0.0
vídeo corpo chão hospital provar planar extermínio vender órgão,0.0
mpf identifica depósito mil jean wyllys advogado adélio boato,0.0
dividido ampliado bolsonarismo espalha partidos eleições,1.0
preso solto dia deputado psl nega prisão ataca jornalistas,1.0
médicos soam alarmes devido ressurgimento coronavírus espanha,1.0
vacina chinesa cujos ensaios suspensos peru coronavac testada paulo,0.0
lula vaiado paris frança após chamar moro mentiroso mostra vídeo boato,0.0
infectados coronavírus brasil grupo risco,1.0
amazonas pacientes pedem justiça transferência outros estados,1.0
relator edson fachin vota stf validade inquérito fake news julgamento suspenso,1.0
bolsonaro luta culpado negligência criminosa diz especialista ditaduras latinas,1.0
bota pra chorar música joelma ganha clipe assista,1.0
vacinas contra covid capazes provocar danos genéticos vão monitorar população,0.0
fake nóis verdade sobrar principal fake news sobrar câncer,0.0
gilberto atacante bahia assume homossexual boato,0.0
caixa paga auxílio milhão inscritos site app,1.0
bruno covas aprovado reprovado cidade diz ibope,1.0
promoção sonho pai mercado livre prêmios whatsapp boato,0.0
errou faz novo pedido dificuldade mudar dados,1.0
tadjiquistão confirma primeiros casos coronavírus,1.0
faltará dinheiro quiser vacinar diz sachsida,1.0
vídeo mostrar colete indestrutível grafeno verdade,0.0
especialistas dinamarqueses opinam epidemia coronavírus deve morrer sozinha,1.0
pgr pede stf recursos fundo petrobras usados combate coronavírus,1.0
nova fase lava jato mira suspeitas operações comerciais petrobras,1.0
presidente república assina autoriza crédito extra bilhões vacinação contra coronavírus,1.0
bolsonaro aprovação reprovação gestão crise coronavírus diz datafolha,1.0
doria diz queimadas amazônia gerando prejuízos economia,1.0
justiça bahia proíbe festança prefeito bolsonarista porto seguro,1.0
após decisão facebook cpi fake news teste nova base aliada bolsonaro,1.0
chefe fmi alerta economia global ainda perigo,1.0
biólogo diz mundo vive pandemia menosprezar medidas china,1.0
áudio inventa produção montadora esgotada afirmar brasil pode tornar maior economia mundo,0.0
fotos aviões tanques sustentam teoria conspiração chemtrails,0.0
motel pego fogo casar sair correr quase roupar verdade,0.0
surto meningite interior paulo,0.0
urnas eletrônicas saindo brasília votos computados boato,0.0
restrições cisjordânia falha conter contágio coronavírus,1.0
coronavírus pandemia sedentarismo causada covid pode levar surto obesidade,1.0
emmanuel macron gay amante casamento brigitte fachada boato,0.0
justiça condena hacker pagar mil indenização banco brasil após golpe,1.0
inquérito pode tirar patente pazuello,1.0
maia chama bia kicis desequilibrada após post sobre morte,1.0
lexa lança clipe largadão gravado casa avó rouba cena veja,1.0
smartmatic fornecedora venezuela nunca vendeu urnas brasil,0.0
bolsonaro diz vai retirar cálculo maior grão feijão alojado anos bexiga,1.0
flávio dino rebate bolsonaro confunde polícia federal milícia,1.0
mesário suspende pagamento auxílio emergencial bolsa família,0.0
fake comissão direitos humanos pediu prisão homem reagiu agrediu assaltante,0.0
vídeo mostrar soldado robô ação verdadeiro falsar,0.0
prende secretário esportes vender respirador defeituoso,1.0
marco aurélio mello stf pede afastamento presidente jair bolsonaro boato,0.0
campinas anuncia fase maior restrição suspende aulas presenciais,1.0
bahia recebe mil doses vacinas covid,1.0
senai vagas emprego contratando pessoas experiência whatsapp boato,0.0
câmara pede explicações executivo após ocde tomar medida contra brasil sinais recuo combate corrupção,1.0
bruno henrique flamengo pego exame antidoping substância proibida boato,0.0
fake nóis mentiras contavam infância,0.0
assunto epidemia eterna terra yanomami,1.0
fux diz judiciário deve evitar orgia legislativa,1.0
logo deste caminhão testes covid porco formigueiro,0.0
adélio bispo homem foto presidentes lula dilma,0.0
descoberta sobre sistema imunológico pode ajudar combater todos tipos câncer,1.0
primeiro caso covid brasil permanece sendo fevereiro,1.0
fake vídeo mostre militantes petistas sendo marcados ferro quente,0.0
generais observam atenção projetos aumentam autonomia polícias,1.0
petição pede cassação concessão globo parte bolsonaro boato,0.0
bolsonaro afirma talvez sido contaminado coronavírus,1.0
quadrilha preso criança chinês congelar verdade,0.0
ministério saúde estuda recomendar todas grávidas vacinem contra covid,1.0
polícia investiga tenista brasil saiu quarentena covid,1.0
tom moore recebe título cavaleiro rainha elizabeth,1.0
variante covid mutação normal atual deve prejudicar vacinas avaliam especialistas,1.0
vereadores negam pressão haddad candidato prefeito,1.0
ministrar paulo guedes virar réu processar bilionário tcu,0.0
